"county","srprec","addist","cddist","sddist","bedist","TOTREG","DEMREG","REPREG","AIPREG","GRNREG","LIBREG","NLPREG","REFREG","DCLREG","MSCREG","TOTVOTE","DEMVOTE","REPVOTE","AIPVOTE","GRNVOTE","LIBVOTE","NLPVOTE","REFVOTE","DCLVOTE","MSCVOTE","PRCVOTE","ABSVOTE","ASSDEM01","ASSDEM02","ASSGRN01","ASSIND01","ASSLIB01","ASSREP01","ASSREP02","CNGDEM01","CNGDEM02","CNGREP01","PRSAIP01","PRSDEM01","PRSGRN01","PRSLIB01","PRSPAF01","PRSREP01","PR_14_N","PR_14_Y","PR_15_N","PR_15_Y","PR_16_N","PR_16_Y","PR_17_N","PR_17_Y","PR_18_N","PR_18_Y","PR_19_N","PR_19_Y","PR_20_N","PR_20_Y","PR_21_N","PR_21_Y","PR_22_N","PR_22_Y","PR_23_N","PR_23_Y","PR_24_N","PR_24_Y","PR_25_N","PR_25_Y","SENAIP01","SENDEM01","SENDEM02","SENLIB01","SENREP01"
"37","403520","76","49","36","4","8359","0","0","0","0","0","0","0","0","0","7429","0","0","0","0","0","0","0","0","0","0","0","3809","0","0","0","0","3245","0","3990","0","3177","17","4074","49","128","13","3013","3662","3409","4328","2832","4493","2506","3095","4069","4354","2818","3495","3459","4334","2568","4477","2548","2429","4637","4684","2284","3112","3782","3874","2867","0","0","0","0","0"
"37","403740","76","49","36","4","1585","0","0","0","0","0","0","0","0","0","1390","0","0","0","0","0","0","0","0","0","0","0","646","0","0","0","0","686","0","652","0","692","6","669","5","20","2","669","735","601","891","470","913","406","704","651","926","434","680","638","728","578","950","362","396","935","921","396","615","703","813","484","0","0","0","0","0"
"37","403840","76","49","36","4","8001","0","0","0","0","0","0","0","0","0","6979","0","0","0","0","0","0","0","0","0","0","0","3373","0","0","0","0","3233","0","3447","0","3278","22","3568","29","117","13","3115","3469","3174","4163","2562","4377","2230","3273","3430","4412","2312","3164","3365","3733","2731","4347","2262","2203","4435","4321","2261","2729","3781","4027","2367","0","0","0","0","0"
"37","403890","76","49","36","4","2788","0","0","0","0","0","0","0","0","0","2416","0","0","0","0","0","0","0","0","0","0","0","1021","0","0","0","0","1288","0","1019","0","1319","11","1064","9","35","5","1254","1388","934","1653","694","1701","617","1301","1040","1696","660","1255","1042","1303","967","1712","598","614","1710","1667","632","1091","1204","1524","740","0","0","0","0","0"
"37","403910","76","49","36","4","3193","0","0","0","0","0","0","0","0","0","2779","0","0","0","0","0","0","0","0","0","0","0","1256","0","0","0","0","1375","0","1316","0","1361","13","1362","10","34","2","1307","1516","1140","1794","896","1798","844","1363","1322","1818","890","1316","1291","1482","1127","1875","763","804","1860","1805","835","1164","1426","1644","909","0","0","0","0","0"
"37","403920","76","49","36","4","924","0","0","0","0","0","0","0","0","0","840","0","0","0","0","0","0","0","0","0","0","0","362","0","0","0","0","443","0","373","0","445","0","386","1","12","3","420","475","329","567","247","566","235","421","388","567","243","435","371","431","355","541","260","242","560","558","240","351","439","491","285","0","0","0","0","0"
"37","404000","76","49","36","4","6324","0","0","0","0","0","0","0","0","0","5374","0","0","0","0","0","0","0","0","0","0","0","2873","0","0","0","0","2256","0","2982","0","2194","21","3057","29","95","4","2084","2488","2624","2859","2318","3168","1922","2247","2932","3136","2070","2207","2828","3059","1970","3089","2017","1803","3319","3094","1984","1961","3074","2924","2013","0","0","0","0","0"
"37","404060","76","49","36","4","2250","0","0","0","0","0","0","0","0","0","1978","0","0","0","0","0","0","0","0","0","0","0","880","0","0","0","0","1031","0","899","0","1030","3","917","8","15","2","999","1110","797","1272","646","1305","584","991","926","1304","616","1037","850","1092","779","1360","528","571","1324","1269","607","860","1014","1198","638","0","0","0","0","0"
"37","404090","76","49","36","4","2588","0","0","0","0","0","0","0","0","0","2264","0","0","0","0","0","0","0","0","0","0","0","1236","0","0","0","0","937","0","1243","0","954","10","1295","3","44","2","886","1045","1107","1181","1002","1338","816","956","1233","1316","873","940","1192","1307","799","1384","754","753","1410","1343","791","868","1255","1255","830","0","0","0","0","0"
"37","404180","76","49","36","4","677","0","0","0","0","0","0","0","0","0","559","0","0","0","0","0","0","0","0","0","0","0","304","0","0","0","0","232","0","313","0","230","3","310","5","11","1","222","217","309","302","242","337","193","213","322","334","207","216","307","330","183","319","210","187","347","330","199","202","319","309","198","0","0","0","0","0"
"37","404310","76","49","36","4","6259","0","0","0","0","0","0","0","0","0","5071","0","0","0","0","0","0","0","0","0","0","0","2753","0","0","0","0","2080","0","2815","0","2068","15","2889","21","93","17","1975","2379","2467","2728","2189","3013","1838","2135","2723","2968","1920","2278","2528","2908","1868","2938","1894","1725","3114","3068","1746","1994","2758","2840","1854","0","0","0","0","0"
"37","404640","76","49","36","4","6660","0","0","0","0","0","0","0","0","0","5531","0","0","0","0","0","0","0","0","0","0","0","3091","0","0","0","0","2119","0","3213","0","2091","25","3286","38","95","14","1996","2387","2827","2807","2505","3206","2014","2103","3199","3034","2304","2409","2770","3306","1841","2978","2230","1945","3310","3164","2007","2056","3054","2779","2266","0","0","0","0","0"
"37","405120","76","49","36","4","859","0","0","0","0","0","0","0","0","0","689","0","0","0","0","0","0","0","0","0","0","0","402","0","0","0","0","244","0","405","0","249","6","400","3","8","1","258","283","367","354","301","388","257","265","398","346","311","278","358","410","228","329","320","236","414","436","217","245","388","355","256","0","0","0","0","0"
"37","405300","76","49","36","4","6587","0","0","0","0","0","0","0","0","0","5373","0","0","0","0","0","0","0","0","0","0","0","3055","0","0","0","0","2046","0","3111","0","2062","23","3198","26","84","12","1959","2329","2768","2837","2364","3091","2012","2102","3053","2998","2207","2284","2772","3210","1796","2915","2142","1970","3137","3042","2013","1945","3027","2826","2106","0","0","0","0","0"
"37","405800","76","49","36","4","2032","0","0","0","0","0","0","0","0","0","1855","0","0","0","0","0","0","0","0","0","0","0","1004","0","0","0","0","771","0","1025","0","772","7","1058","3","6","5","752","869","890","1070","697","1056","686","847","934","1116","665","692","1043","1038","669","1074","675","580","1185","1218","540","686","1029","987","705","0","0","0","0","0"
"37","406000","76","49","36","4","3574","0","0","0","0","0","0","0","0","0","2825","0","0","0","0","0","0","0","0","0","0","0","1650","0","0","0","0","1037","0","1684","0","1056","19","1725","14","41","11","983","1267","1419","1467","1261","1685","989","1129","1593","1636","1109","1207","1466","1660","997","1554","1125","1026","1685","1619","1071","1032","1613","1581","1046","0","0","0","0","0"
"37","406010","76","49","36","4","2297","0","0","0","0","0","0","0","0","0","1920","0","0","0","0","0","0","0","0","0","0","0","998","0","0","0","0","826","0","1001","0","845","8","1082","8","30","5","754","950","872","1099","739","1159","656","831","1010","1108","725","897","884","1109","682","1165","646","641","1191","1196","602","776","988","1056","712","0","0","0","0","0"
"37","406210","76","49","36","4","1630","0","0","0","0","0","0","0","0","0","1315","0","0","0","0","0","0","0","0","0","0","0","774","0","0","0","0","461","0","792","0","456","13","818","11","14","1","433","545","697","648","603","768","464","509","748","728","533","550","665","749","457","710","522","464","784","741","493","490","730","676","505","0","0","0","0","0"
"37","406260","76","49","36","4","7363","0","0","0","0","0","0","0","0","0","6740","0","0","0","0","0","0","0","0","0","0","0","3363","0","0","0","0","3099","0","3432","0","3129","23","3617","23","71","4","2883","3459","3012","4046","2483","4318","2144","3384","3129","4330","2216","3084","3310","3623","2724","4419","2000","2074","4383","4539","1844","2992","3288","3927","2445","0","0","0","0","0"
"37","406400","76","49","36","4","5991","0","0","0","0","0","0","0","0","0","5267","0","0","0","0","0","0","0","0","0","0","0","2698","0","0","0","0","2315","0","2761","0","2332","13","2834","23","76","16","2217","2574","2400","3024","2034","3257","1725","2405","2657","3275","1810","2292","2617","2942","1951","3204","1739","1698","3302","3249","1691","2171","2708","2953","1853","0","0","0","0","0"
"37","408000","76","49","36","4","1760","0","0","0","0","0","0","0","0","0","1637","0","0","0","0","0","0","0","0","0","0","0","907","0","0","0","0","660","0","939","0","650","4","980","5","31","3","587","762","803","998","589","997","585","692","903","917","683","768","780","971","557","1094","458","500","1068","1113","430","748","784","890","642","0","0","0","0","0"
"37","408010","76","49","36","4","5724","0","0","0","0","0","0","0","0","0","5251","0","0","0","0","0","0","0","0","0","0","0","2601","0","0","0","0","2433","0","2679","0","2427","14","2934","17","57","1","2128","2577","2445","3233","1869","3361","1677","2511","2597","3196","1919","2571","2418","2945","2054","3592","1415","1524","3547","3536","1469","2479","2510","3031","1930","0","0","0","0","0"
"37","408040","76","49","36","4","8445","0","0","0","0","0","0","0","0","0","7785","0","0","0","0","0","0","0","0","0","0","0","3943","0","0","0","0","3472","0","4158","0","3347","22","4513","26","113","7","2918","3759","3675","4758","2805","4880","2550","3449","4053","4662","2903","3667","3717","4465","2798","5236","2081","2367","5095","5115","2207","3461","3855","4294","2910","0","0","0","0","0"
"37","408050","76","49","36","4","3859","0","0","0","0","0","0","0","0","0","3566","0","0","0","0","0","0","0","0","0","0","0","1836","0","0","0","0","1583","0","1901","0","1544","11","2048","9","58","5","1377","1749","1647","2049","1404","2290","1136","1643","1788","2117","1334","1608","1762","1991","1353","2308","1068","1134","2279","2320","1043","1609","1746","1985","1337","0","0","0","0","0"
"37","408080","76","49","36","4","1978","0","0","0","0","0","0","0","0","0","1749","0","0","0","0","0","0","0","0","0","0","0","988","0","0","0","0","687","0","992","0","696","2","1068","7","21","0","622","773","871","933","745","1017","638","757","897","1026","651","697","941","1012","609","1044","578","521","1131","1070","567","698","927","940","678","0","0","0","0","0"
"37","408100","76","49","36","4","2858","0","0","0","0","0","0","0","0","0","2610","0","0","0","0","0","0","0","0","0","0","0","1325","0","0","0","0","1163","0","1387","0","1131","5","1501","8","27","1","1009","1270","1220","1451","1077","1579","889","1220","1284","1535","976","1214","1249","1415","1019","1706","758","805","1688","1616","849","1110","1347","1455","952","0","0","0","0","0"
"37","408110","76","49","36","4","2435","0","0","0","0","0","0","0","0","0","2259","0","0","0","0","0","0","0","0","0","0","0","1172","0","0","0","0","977","0","1202","0","984","2","1287","12","35","2","881","1022","1125","1264","922","1379","785","1002","1171","1327","858","1013","1127","1319","809","1453","699","706","1460","1391","736","979","1133","1229","889","0","0","0","0","0"
"37","408130","76","49","36","4","602","0","0","0","0","0","0","0","0","0","561","0","0","0","0","0","0","0","0","0","0","0","305","0","0","0","0","228","0","302","0","238","0","337","1","5","0","211","248","284","305","234","355","176","267","270","330","207","251","276","292","228","378","141","152","379","355","166","236","282","317","202","0","0","0","0","0"
"37","408160","76","49","36","4","1328","0","0","0","0","0","0","0","0","0","1219","0","0","0","0","0","0","0","0","0","0","0","607","0","0","0","0","559","0","645","0","539","6","680","4","11","1","476","606","562","723","465","767","398","574","610","721","465","575","597","697","466","844","319","376","805","801","359","510","646","681","464","0","0","0","0","0"
"37","408200","76","49","36","4","2951","0","0","0","0","0","0","0","0","0","2720","0","0","0","0","0","0","0","0","0","0","0","1377","0","0","0","0","1202","0","1426","0","1184","12","1536","11","48","0","1065","1266","1295","1565","1047","1630","929","1187","1407","1574","1028","1186","1362","1503","1022","1685","868","832","1730","1644","892","1163","1386","1448","1046","0","0","0","0","0"
"37","408230","76","49","36","4","2674","0","0","0","0","0","0","0","0","0","2468","0","0","0","0","0","0","0","0","0","0","0","1275","0","0","0","0","1072","0","1312","0","1056","6","1393","7","44","3","965","1168","1160","1444","941","1571","781","1142","1228","1490","884","1141","1181","1409","889","1586","737","768","1569","1653","662","1146","1155","1397","890","0","0","0","0","0"
"37","408300","76","49","36","4","2190","0","0","0","0","0","0","0","0","0","1920","0","0","0","0","0","0","0","0","0","0","0","1072","0","0","0","0","736","0","1103","0","733","6","1176","6","22","2","685","843","968","950","898","1054","750","732","1108","1042","795","744","1049","1097","680","1039","752","617","1196","1156","634","746","1032","931","825","0","0","0","0","0"
"37","408320","76","49","36","4","3557","0","0","0","0","0","0","0","0","0","3072","0","0","0","0","0","0","0","0","0","0","0","1696","0","0","0","0","1183","0","1780","0","1135","7","1865","21","40","4","1090","1286","1582","1519","1418","1741","1140","1144","1760","1629","1306","1296","1543","1826","978","1598","1246","1041","1852","1760","1077","1160","1667","1525","1252","0","0","0","0","0"
"37","408330","76","49","36","4","1644","0","0","0","0","0","0","0","0","0","1542","0","0","0","0","0","0","0","0","0","0","0","726","0","0","0","0","762","0","748","0","755","4","806","7","17","1","686","801","689","971","541","1023","463","769","720","1017","495","711","773","846","615","1082","389","437","1060","1102","381","678","802","925","544","0","0","0","0","0"
"37","408490","76","49","36","4","2806","0","0","0","0","0","0","0","0","0","2537","0","0","0","0","0","0","0","0","0","0","0","1219","0","0","0","0","1206","0","1235","0","1218","9","1367","12","41","0","1057","1285","1123","1587","865","1662","761","1202","1240","1568","891","1208","1190","1392","1001","1754","647","687","1731","1706","693","1153","1243","1452","910","0","0","0","0","0"
"37","408520","76","49","36","4","4442","0","0","0","0","0","0","0","0","0","4109","0","0","0","0","0","0","0","0","0","0","0","2232","0","0","0","0","1678","0","2310","0","1666","11","2503","13","46","2","1432","1888","2024","2456","1526","2504","1420","1761","2200","2355","1624","1893","1998","2468","1356","2733","1134","1317","2621","2701","1164","1819","2014","2192","1618","0","0","0","0","0"
"37","408560","76","49","36","4","1360","0","0","0","0","0","0","0","0","0","1249","0","0","0","0","0","0","0","0","0","0","0","645","0","0","0","0","557","0","661","0","552","2","706","1","14","0","499","648","546","787","435","803","392","584","620","763","444","577","615","711","460","868","325","383","819","844","344","545","640","708","453","0","0","0","0","0"
"37","408620","76","49","36","4","4840","0","0","0","0","0","0","0","0","0","4484","0","0","0","0","0","0","0","0","0","0","0","2249","0","0","0","0","2031","0","2309","0","2009","13","2486","22","55","1","1794","2255","2015","2744","1612","2899","1404","2163","2168","2788","1563","2098","2167","2487","1697","3103","1152","1318","2985","3039","1200","1981","2249","2565","1611","0","0","0","0","0"
"37","408650","76","49","36","4","827","0","0","0","0","0","0","0","0","0","756","0","0","0","0","0","0","0","0","0","0","0","339","0","0","0","0","386","0","349","0","381","1","390","1","7","0","345","398","318","445","284","444","270","389","331","494","233","358","355","379","324","514","197","237","485","533","194","417","276","397","313","0","0","0","0","0"
"37","408710","76","49","36","4","710","0","0","0","0","0","0","0","0","0","647","0","0","0","0","0","0","0","0","0","0","0","359","0","0","0","0","273","0","362","0","270","2","387","3","8","0","240","305","314","361","270","404","222","282","347","371","262","276","343","397","205","425","187","210","406","408","195","264","347","346","259","0","0","0","0","0"
"37","408780","76","49","36","4","957","0","0","0","0","0","0","0","0","0","889","0","0","0","0","0","0","0","0","0","0","0","407","0","0","0","0","448","0","426","0","439","0","471","2","8","0","389","476","386","617","259","600","257","466","393","594","274","420","433","468","375","639","210","251","613","641","214","427","421","513","317","0","0","0","0","0"
"37","408830","76","49","36","4","458","0","0","0","0","0","0","0","0","0","430","0","0","0","0","0","0","0","0","0","0","0","188","0","0","0","0","224","0","194","0","223","1","202","1","10","0","208","242","177","307","114","301","115","230","191","293","130","236","170","225","183","326","89","125","292","312","95","224","177","280","126","0","0","0","0","0"
"37","408900","76","49","36","4","2573","0","0","0","0","0","0","0","0","0","2329","0","0","0","0","0","0","0","0","0","0","0","1130","0","0","0","0","1091","0","1176","0","1069","11","1244","9","21","3","998","1187","1024","1462","803","1473","765","1110","1136","1472","783","1137","1080","1316","890","1572","662","685","1521","1520","683","1100","1094","1336","840","0","0","0","0","0"
"37","408910","76","49","36","4","3020","0","0","0","0","0","0","0","0","0","2737","0","0","0","0","0","0","0","0","0","0","0","1323","0","0","0","0","1297","0","1378","0","1275","13","1463","8","38","2","1145","1383","1230","1758","908","1792","844","1304","1355","1672","996","1425","1177","1521","1074","1907","722","832","1807","1866","721","1295","1285","1598","983","0","0","0","0","0"
"37","408940","76","49","36","4","801","0","0","0","0","0","0","0","0","0","769","0","0","0","0","0","0","0","0","0","0","0","358","0","0","0","0","385","0","373","0","375","1","400","3","4","0","343","407","344","530","224","538","209","400","352","526","228","365","380","430","314","587","160","226","523","556","194","389","353","493","241","0","0","0","0","0"
"37","409090","76","49","36","4","994","0","0","0","0","0","0","0","0","0","898","0","0","0","0","0","0","0","0","0","0","0","410","0","0","0","0","462","0","413","0","461","2","447","1","10","1","424","485","373","570","306","583","285","445","422","569","306","411","442","472","383","646","211","250","603","634","228","431","434","558","296","0","0","0","0","0"
"37","409200","76","49","36","4","754","0","0","0","0","0","0","0","0","0","704","0","0","0","0","0","0","0","0","0","0","0","314","0","0","0","0","362","0","314","0","375","2","342","1","5","0","341","391","287","494","195","488","191","388","305","472","219","363","315","354","313","526","152","191","492","527","145","368","307","459","208","0","0","0","0","0"
"37","409210","76","49","36","4","3705","0","0","0","0","0","0","0","0","0","3200","0","0","0","0","0","0","0","0","0","0","0","1700","0","0","0","0","1321","0","1784","0","1293","13","1878","15","56","7","1187","1430","1603","1688","1406","1929","1105","1322","1760","1790","1304","1400","1613","1860","1118","1859","1137","1057","1994","1910","1110","1283","1712","1634","1318","0","0","0","0","0"
"37","409211","76","49","36","4","511","0","0","0","0","0","0","0","0","0","439","0","0","0","0","0","0","0","0","0","0","0","264","0","0","0","0","150","0","266","0","155","0","288","0","6","0","136","143","272","181","246","237","179","145","280","207","218","153","263","246","165","197","208","166","251","210","203","138","274","202","207","0","0","0","0","0"
"37","409240","76","49","36","4","3888","0","0","0","0","0","0","0","0","0","3547","0","0","0","0","0","0","0","0","0","0","0","1789","0","0","0","0","1631","0","1837","0","1609","9","1980","10","37","2","1453","1760","1647","2066","1384","2262","1152","1687","1744","2176","1263","1619","1752","1991","1358","2353","1014","1111","2292","2306","1058","1561","1787","2042","1273","0","0","0","0","0"
"37","409260","76","49","36","4","1299","0","0","0","0","0","0","0","0","0","1184","0","0","0","0","0","0","0","0","0","0","0","533","0","0","0","0","597","0","543","0","601","8","593","7","17","0","535","649","475","793","361","796","336","618","527","794","349","649","471","609","510","884","254","342","801","830","289","614","504","715","399","0","0","0","0","0"
"37","409290","76","49","36","4","2440","0","0","0","0","0","0","0","0","0","2218","0","0","0","0","0","0","0","0","0","0","0","1086","0","0","0","0","1051","0","1133","0","1024","6","1194","4","21","0","961","1082","1028","1351","785","1430","683","1087","1041","1379","757","994","1106","1192","884","1494","601","671","1457","1499","606","976","1111","1296","782","0","0","0","0","0"
"37","409500","76","49","36","4","658","0","0","0","0","0","0","0","0","0","595","0","0","0","0","0","0","0","0","0","0","0","288","0","0","0","0","287","0","300","0","284","4","318","3","8","2","252","295","277","351","225","408","163","269","296","359","219","275","290","337","210","407","151","190","380","381","173","249","303","326","217","0","0","0","0","0"
"37","409680","76","49","36","4","457","0","0","0","0","0","0","0","0","0","429","0","0","0","0","0","0","0","0","0","0","0","201","0","0","0","0","206","0","212","0","204","1","230","0","2","0","193","199","214","283","134","288","121","211","196","275","134","188","218","236","165","297","110","105","305","313","95","185","223","255","151","0","0","0","0","0"
"37","409681","76","49","36","4","951","0","0","0","0","0","0","0","0","0","858","0","0","0","0","0","0","0","0","0","0","0","486","0","0","0","0","314","0","501","0","317","4","544","1","8","1","283","353","454","423","390","458","345","306","508","450","364","350","449","522","272","476","319","299","512","490","297","333","458","409","366","0","0","0","0","0"
"37","412000","76","49","36","4","7122","0","0","0","0","0","0","0","0","0","6501","0","0","0","0","0","0","0","0","0","0","0","3873","0","0","0","0","2310","0","4087","0","2192","17","4295","30","85","8","1948","2695","3479","3495","2778","3432","2701","2277","3963","3306","2986","2953","3160","4229","1799","3855","2238","2327","3873","3926","2135","2744","3324","3020","2948","0","0","0","0","0"
"37","412010","76","49","36","4","3038","0","0","0","0","0","0","0","0","0","2776","0","0","0","0","0","0","0","0","0","0","0","1730","0","0","0","0","922","0","1812","0","881","6","1888","22","37","2","772","1134","1468","1438","1241","1438","1190","902","1766","1381","1308","1256","1325","1856","703","1626","968","1001","1623","1708","860","1122","1449","1230","1300","0","0","0","0","0"
"37","412080","76","49","36","4","1960","0","0","0","0","0","0","0","0","0","1844","0","0","0","0","0","0","0","0","0","0","0","1060","0","0","0","0","702","0","1085","0","697","5","1193","5","39","0","558","837","915","1059","719","1084","660","725","1054","1057","724","868","872","1130","585","1238","511","600","1168","1193","540","821","916","1002","721","0","0","0","0","0"
"37","412230","76","49","36","4","1119","0","0","0","0","0","0","0","0","0","1029","0","0","0","0","0","0","0","0","0","0","0","612","0","0","0","0","370","0","637","0","347","4","662","4","10","1","336","447","537","511","486","531","447","383","616","564","436","426","542","633","323","575","398","362","613","614","340","413","551","484","469","0","0","0","0","0"
"37","412400","76","49","36","4","7006","0","0","0","0","0","0","0","0","0","6268","0","0","0","0","0","0","0","0","0","0","0","4047","0","0","0","0","1882","0","4224","0","1785","27","4400","27","77","14","1599","2348","3559","3028","2983","3081","2775","1946","4024","2959","3059","2574","3206","4100","1611","3422","2379","2464","3443","3455","2313","2346","3414","2706","2958","0","0","0","0","0"
"37","412440","76","49","36","4","2346","0","0","0","0","0","0","0","0","0","2168","0","0","0","0","0","0","0","0","0","0","0","1124","0","0","0","0","950","0","1200","0","903","5","1280","9","24","2","801","990","1090","1254","858","1282","790","927","1174","1231","882","1030","1042","1302","725","1453","607","684","1397","1361","686","921","1118","1132","890","0","0","0","0","0"
"37","412750","76","49","36","4","3020","0","0","0","0","0","0","0","0","0","2779","0","0","0","0","0","0","0","0","0","0","0","1754","0","0","0","0","891","0","1800","0","883","3","1874","15","49","4","777","1181","1438","1420","1248","1458","1159","989","1670","1450","1241","1209","1390","1804","732","1590","992","1116","1501","1688","892","1141","1440","1271","1258","0","0","0","0","0"
"37","412800","76","49","36","4","2881","0","0","0","0","0","0","0","0","0","2625","0","0","0","0","0","0","0","0","0","0","0","1519","0","0","0","0","1005","0","1567","0","981","7","1635","6","32","5","887","1180","1328","1536","1027","1500","1010","1020","1519","1449","1106","1158","1344","1666","796","1672","812","860","1660","1633","847","1130","1342","1342","1103","0","0","0","0","0"
"37","412810","76","49","36","4","623","0","0","0","0","0","0","0","0","0","578","0","0","0","0","0","0","0","0","0","0","0","275","0","0","0","0","273","0","307","0","249","2","344","2","10","1","203","275","274","377","188","355","191","240","311","356","209","320","227","348","189","430","114","153","400","397","136","249","287","308","228","0","0","0","0","0"
"37","412820","76","49","36","4","2092","0","0","0","0","0","0","0","0","0","1903","0","0","0","0","0","0","0","0","0","0","0","894","0","0","0","0","931","0","914","0","928","6","1036","1","27","0","785","941","878","1262","606","1246","587","941","900","1193","656","999","823","1041","748","1410","410","562","1275","1295","504","917","861","1136","639","0","0","0","0","0"
"37","412840","76","49","36","4","376","0","0","0","0","0","0","0","0","0","353","0","0","0","0","0","0","0","0","0","0","0","195","0","0","0","0","144","0","203","0","145","0","219","1","7","0","119","162","179","207","138","208","129","137","207","202","144","184","148","215","120","245","86","120","211","231","97","169","164","177","152","0","0","0","0","0"
"37","412890","76","49","36","4","559","0","0","0","0","0","0","0","0","0","495","0","0","0","0","0","0","0","0","0","0","0","212","0","0","0","0","260","0","221","0","256","2","263","1","8","1","199","266","215","344","145","330","155","251","230","320","167","269","204","249","216","377","99","135","350","364","106","252","216","280","185","0","0","0","0","0"
"37","412950","76","49","36","4","1402","0","0","0","0","0","0","0","0","0","1290","0","0","0","0","0","0","0","0","0","0","0","815","0","0","0","0","425","0","814","0","436","4","862","3","17","0","386","549","699","694","560","712","520","471","787","668","591","609","615","821","393","790","443","492","755","834","398","591","613","615","606","0","0","0","0","0"
"37","413000","76","49","36","4","908","0","0","0","0","0","0","0","0","0","857","0","0","0","0","0","0","0","0","0","0","0","455","0","0","0","0","367","0","487","0","346","2","536","1","17","0","289","388","427","488","341","501","316","335","488","461","365","393","416","491","307","567","243","300","518","548","253","395","405","446","357","0","0","0","0","0"
"37","413430","76","49","36","4","8735","0","0","0","0","0","0","0","0","0","7976","0","0","0","0","0","0","0","0","0","0","0","4901","0","0","0","0","2682","0","5132","0","2550","22","5427","16","112","13","2234","3164","4391","4238","3471","4240","3336","2669","5000","4081","3603","3609","3887","5268","2125","4898","2640","2938","4640","4896","2554","3165","4282","3769","3580","0","0","0","0","0"
"37","413530","76","49","36","4","1022","0","0","0","0","0","0","0","0","0","930","0","0","0","0","0","0","0","0","0","0","0","519","0","0","0","0","377","0","533","0","371","6","559","6","7","0","334","426","461","583","321","560","323","394","504","536","363","455","430","547","320","649","234","293","598","648","235","424","453","489","371","0","0","0","0","0"
"37","413750","76","49","36","4","693","0","0","0","0","0","0","0","0","0","646","0","0","0","0","0","0","0","0","0","0","0","368","0","0","0","0","250","0","388","0","236","1","419","4","3","0","207","279","342","352","278","372","245","245","383","337","293","276","339","385","222","401","207","246","376","396","207","278","330","312","288","0","0","0","0","0"
"37","416000","78","49","39","4","1367","0","0","0","0","0","0","0","0","0","1280","0","0","0","0","0","0","0","0","0","0","0","321","611","0","0","0","0","0","655","0","591","2","728","8","19","0","485","647","582","818","431","806","434","593","650","786","465","622","602","755","467","930","305","371","864","876","345","647","574","730","486","0","626","0","0","595"
"37","416010","78","49","39","4","384","0","0","0","0","0","0","0","0","0","365","0","0","0","0","0","0","0","0","0","0","0","110","150","0","0","0","0","0","187","0","172","0","199","1","4","0","157","176","175","224","136","234","122","169","187","223","134","170","179","199","143","256","96","92","262","241","105","177","170","215","130","0","172","0","0","176"
"37","416040","78","49","39","4","1229","0","0","0","0","0","0","0","0","0","1135","0","0","0","0","0","0","0","0","0","0","0","333","530","0","0","0","0","0","661","0","434","1","705","7","16","1","370","516","562","676","429","636","433","454","636","646","453","518","573","751","314","749","322","369","724","714","362","497","565","592","461","0","632","0","0","451"
"37","416100","78","49","39","4","1981","0","0","0","0","0","0","0","0","0","1817","0","0","0","0","0","0","0","0","0","0","0","640","762","0","0","0","0","0","1111","0","660","4","1159","9","29","1","593","716","1005","952","812","976","746","659","1079","933","816","715","990","1152","517","1069","630","622","1112","1096","608","730","946","841","828","0","1073","0","0","671"
"37","416120","78","49","39","4","545","0","0","0","0","0","0","0","0","0","488","0","0","0","0","0","0","0","0","0","0","0","202","198","0","0","0","0","0","320","0","156","3","329","1","7","0","138","182","277","242","225","239","216","163","309","260","213","193","263","325","127","283","173","187","274","273","178","171","281","225","222","0","307","0","0","162"
"37","416200","78","49","39","4","1615","0","0","0","0","0","0","0","0","0","1481","0","0","0","0","0","0","0","0","0","0","0","467","709","0","0","0","0","0","955","0","484","4","995","9","23","0","417","564","829","770","655","775","625","473","943","761","661","637","744","972","376","873","514","554","840","905","462","600","758","652","699","0","922","0","0","488"
"37","416600","78","49","39","4","1925","0","0","0","0","0","0","0","0","0","1774","0","0","0","0","0","0","0","0","0","0","0","528","856","0","0","0","0","0","1159","0","566","7","1233","6","27","3","450","732","959","950","771","913","788","601","1113","868","861","863","803","1190","463","1114","567","686","1015","1113","553","796","876","800","841","0","1114","0","0","579"
"37","416920","78","49","39","4","660","0","0","0","0","0","0","0","0","0","617","0","0","0","0","0","0","0","0","0","0","0","178","284","0","0","0","0","0","339","0","261","1","357","2","3","3","234","314","279","371","236","362","234","262","337","361","241","315","269","357","225","418","177","200","393","403","183","305","284","335","246","0","333","0","0","262"
"37","417600","77","49","39","4","756","0","0","0","0","0","0","0","0","0","705","0","0","0","0","0","0","0","0","0","0","0","383","0","0","0","0","283","0","414","0","263","5","455","2","5","0","212","301","366","399","278","408","253","272","409","386","295","357","309","431","224","496","165","248","428","479","186","337","331","342","316","0","388","0","0","278"
"37","417640","77","49","39","4","959","0","0","0","0","0","0","0","0","0","886","0","0","0","0","0","0","0","0","0","0","0","374","0","0","0","0","473","0","382","0","480","0","425","0","10","0","435","481","364","607","258","618","233","492","368","615","248","453","384","461","374","687","154","203","648","633","218","443","392","555","280","0","362","0","0","484"
