"election","type","rgprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g20","A","4176800","206","92","59","4","0","0","0","0","1","0","50","98","108","2","2","1","0","16","4","6","2","0","0","0","0","0","0","0","0","1","0","1","0","4","1","1","0","0","0","0","0","0","0","0","0","0","8","2","3","7","4","17","0","8","2","3","6","17","15","0","2","3","1","3","7","12","0","0","4","3","4","7","13","0","4","1","2","3","9","9","0","4","0","3","8","3","4","0","0","0","0","0","1","0","0","0","0","0","1","1","2","55","13","3","1","1","1","2","0","16","28","5","4","2","3","2","1","2","12","21","5","7","3","4","2","1","1","6","1","2","1","0","0","0","0","0","1"
"g20","A","4176900","15","3","4","2","0","0","0","0","0","0","6","10","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","2","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"g20","A","4182000","193","59","63","3","1","5","3","0","0","0","59","94","99","1","3","0","0","8","3","9","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","1","2","2","4","8","0","3","2","2","8","10","14","0","3","3","1","8","9","9","0","2","1","2","3","12","10","0","3","5","2","3","8","13","0","2","2","2","6","5","8","0","1","2","0","0","2","2","0","0","2","0","1","0","2","37","7","5","0","1","0","1","1","7","31","6","10","0","1","1","1","1","12","24","20","3","2","3","2","2","2","1","7","3","0","0","0","0","1","0","1"
"g20","A","4182100","238","73","88","7","0","1","3","0","0","0","66","134","104","6","4","4","0","6","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","4","1","5","11","9","0","3","10","3","10","5","12","0","5","7","7","3","14","19","0","0","4","1","6","7","15","0","5","7","9","5","6","10","0","4","4","5","0","8","3","0","0","3","1","1","1","1","0","1","0","0","0","2","1","50","6","3","0","3","0","1","1","9","49","13","4","3","3","1","2","4","9","40","14","4","2","2","0","0","2","2","8","3","0","0","0","0","0","0","0"
"g20","A","4182200","202","68","75","6","0","2","2","1","1","0","47","102","100","1","1","1","0","4","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","4","4","5","7","0","3","8","5","4","5","14","0","5","2","1","5","11","19","0","2","3","0","6","11","10","0","1","3","6","2","6","6","0","3","3","3","3","5","6","0","1","0","3","0","1","1","0","0","0","2","1","3","0","40","3","4","1","6","3","0","0","11","34","10","6","0","3","5","1","2","14","23","10","9","0","0","1","1","0","3","5","6","1","0","0","0","0","0","0"
"g20","A","4182300","14","5","4","1","0","0","0","0","0","0","4","8","6","0","1","0","0","1","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","2","0","0","0","0","1","3","0","0","0","0","0","0","0","1","0","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0"
"g20","A","4183000","407","184","116","11","1","1","6","0","2","0","86","210","197","7","2","3","0","21","4","13","2","1","0","0","0","1","0","0","0","0","0","1","0","7","0","2","0","1","0","0","0","0","0","1","0","0","12","3","6","7","17","35","0","5","13","9","11","17","49","0","7","5","2","15","20","21","0","2","2","4","9","11","18","0","5","10","2","7","14","10","0","7","7","3","5","8","8","0","0","2","0","3","3","4","0","0","3","0","3","1","2","82","23","14","3","9","3","6","2","42","40","18","10","1","7","2","2","2","34","45","10","13","3","3","1","3","0","8","10","2","3","0","1","0","1","1","3"
"g20","A","4183100","296","127","87","9","0","1","2","0","2","0","68","157","139","4","0","1","0","16","2","5","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","5","9","3","8","7","29","0","5","3","6","6","12","34","0","3","4","3","6","8","26","0","1","0","3","2","6","25","0","4","3","6","5","3","19","0","2","2","1","9","3","11","0","0","0","0","0","2","4","0","0","1","0","3","3","1","68","9","7","4","3","2","3","3","28","39","6","7","2","3","2","1","3","24","39","12","6","1","2","1","0","3","4","10","0","2","0","1","0","0","1","0"
"g20","A","4184000","245","115","69","9","1","0","1","0","3","0","47","123","122","7","0","0","0","13","5","4","1","0","0","0","0","1","1","0","0","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","5","2","0","6","8","25","0","3","8","4","12","13","29","0","4","0","2","6","10","20","0","1","1","1","5","7","12","0","1","3","4","4","3","13","0","1","0","3","3","5","7","0","1","2","1","2","0","1","0","0","1","1","3","1","1","61","15","4","1","3","0","2","5","24","33","8","5","0","3","0","0","0","20","14","11","3","1","3","3","4","1","7","9","2","1","0","0","0","1","0","1"
"g20","A","4184100","188","98","37","6","0","0","0","0","1","0","46","91","97","2","0","2","0","13","1","8","1","0","0","0","0","0","0","0","0","1","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","3","1","8","19","0","4","8","6","7","14","18","0","1","2","2","1","5","5","0","3","3","2","1","5","7","0","0","2","1","7","7","12","0","0","2","2","7","3","3","0","0","0","1","1","1","2","0","0","0","0","1","0","1","59","6","2","0","6","1","6","3","15","24","1","1","0","3","2","2","1","3","18","11","3","2","5","2","0","1","4","4","3","0","0","0","0","0","0","0"
