"election","type","rrprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g20","P","476930","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"g20","P","477010","41","6","23","0","0","0","0","0","0","0","12","19","22","1","2","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","0","1","0","2","0","0","0","0","0","0","2","0","1","0","3","4","0","2","2","1","0","4","4","0","1","1","2","0","0","1","0","1","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","1","0","0","0","0","0","0","14","0","0","0","1","1","0","2","5","8","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"g20","P","477020","33","4","15","1","0","2","0","0","0","0","11","21","12","4","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","1","2","1","3","2","1","0","0","1","0","0","4","0","0","1","1","2","0","1","0","0","0","1","3","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","8","1","0","0","0","2","0","1","3","7","2","1","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0"
"g20","P","477080","61","4","31","4","0","5","1","0","0","0","16","36","25","1","1","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","2","0","0","0","0","0","0","1","3","4","3","2","4","0","1","3","4","2","2","2","0","1","4","1","0","2","2","0","1","2","2","1","0","0","0","2","2","1","1","0","1","0","0","2","0","1","0","0","3","1","0","0","0","0","0","0","0","28","1","0","0","1","0","0","0","1","12","4","0","0","0","0","0","0","0","9","0","0","0","1","0","0","0","0"
"g20","P","477110","18","2","9","0","0","0","1","0","0","0","6","14","4","0","3","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","3","0","0","0","1","0","1","1","0","1","0","3","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","3","5","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"g20","P","477120","13","1","5","0","0","2","0","0","0","0","5","6","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","2","1","0","0","0","0","0","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","1","0","3","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"g20","P","477130","8","0","2","1","0","1","0","0","0","0","4","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"g20","P","477200","35","8","14","3","0","3","0","0","0","0","7","19","16","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","0","2","0","0","1","0","0","0","0","0","1","1","3","1","0","0","1","1","0","2","4","0","0","2","1","0","0","1","0","0","0","1","0","0","2","0","0","1","1","0","0","2","0","0","2","0","0","0","0","4","2","0","0","0","0","0","1","1","11","0","2","0","0","0","0","1","0","6","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0"
"g20","P","477210","22","5","10","1","0","1","0","0","0","0","5","10","12","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","1","0","0","1","1","2","1","0","0","0","1","1","2","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3","1","0","0","0","0","1","0","0","9","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"g20","P","477220","23","2","10","0","0","5","0","0","0","0","6","14","9","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","1","0","1","2","0","1","1","0","0","1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","2","2","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","7","0","2","0","1","0","0","0","0","4","1","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"g20","P","477230","59","7","24","0","2","9","1","0","1","0","15","31","28","1","6","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2","1","0","2","0","0","2","2","3","2","2","4","0","0","1","1","2","3","2","0","0","3","3","0","0","1","0","2","4","0","1","1","0","0","1","3","2","0","1","0","0","2","3","0","1","0","0","6","0","1","0","0","0","0","0","0","19","1","2","0","0","0","0","2","0","11","2","1","0","0","0","0","0","1","12","1","0","0","0","0","0","0","0"
"g20","P","477240","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"g20","P","477300","17","3","6","0","0","1","0","0","0","0","7","12","5","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","2","2","0","0","0","0","0","0","1","0","0","1","2","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"g20","P","477400","44","8","22","5","0","0","0","0","0","0","9","25","19","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","2","1","0","1","0","0","0","2","1","2","1","5","2","0","0","0","1","3","3","2","0","0","3","0","2","0","0","0","3","0","0","1","0","0","0","0","1","0","0","2","0","0","0","1","0","1","0","0","5","1","0","0","0","0","0","0","2","18","3","0","1","0","0","0","0","0","5","1","2","0","0","0","1","0","0","4","0","0","1","0","0","0","0","0"
"g20","P","477410","2","0","0","0","0","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"g20","P","477430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"g20","P","477440","20","2","12","0","0","2","0","0","0","0","4","11","9","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","2","1","1","1","0","1","0","2","2","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","11","0","1","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"g20","P","477500","44","6","19","5","1","2","0","0","0","0","11","22","22","2","1","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","2","0","0","0","1","0","1","2","2","1","1","2","0","1","0","4","1","0","4","0","1","0","2","1","0","0","0","0","2","2","2","0","1","0","0","3","0","1","2","0","0","0","1","0","0","1","0","4","1","0","0","0","0","0","0","1","9","2","0","0","1","0","0","2","5","8","1","1","0","1","0","0","0","0","6","1","0","0","1","0","0","0","0"
"g20","P","477510","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"g20","P","477520","14","2","8","2","0","0","0","0","0","0","2","9","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","2","2","0","0","0","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","5","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","1","0","2","0","0","0","0","0","0","0","0"
"g20","P","477530","3","0","2","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
