"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g20","P","406260","554","85","318","27","0","1","5","0","2","1","115","289","265","13","31","12","2","2","16","3","3","0","0","0","0","0","0","0","0","1","3","2","1","0","0","0","0","0","0","3","0","1","3","2","1","0","4","7","6","2","7","13","0","7","12","5","5","9","8","0","11","18","21","27","39","52","0","4","17","13","23","36","57","0","6","8","15","10","14","10","0","6","11","6","5","12","12","0","1","2","5","3","3","5","0","3","4","0","3","4","3","53","4","10","3","3","0","4","1","7","159","38","24","4","10","6","8","9","60","63","17","7","4","5","0","3","1","15","23","1","3","0","0","1","2","0","6"
"g20","P","406400","598","106","296","28","2","16","15","0","4","0","131","323","275","21","36","28","14","1","10","4","2","0","0","3","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","5","0","1","1","0","3","15","9","8","7","9","0","6","10","10","5","7","17","0","11","19","13","26","38","54","0","9","11","13","29","35","38","0","15","13","13","11","11","9","0","12","14","11","9","6","7","0","6","10","7","6","7","3","0","5","5","6","5","4","1","66","11","6","0","1","0","5","3","14","160","35","25","7","12","2","2","5","48","89","15","3","1","5","1","2","1","14","49","4","6","1","0","1","0","1","3"
"g20","P","408000","169","39","87","9","0","0","0","1","0","0","33","94","75","7","4","3","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","9","2","3","1","0","4","3","6","3","3","3","0","2","4","5","11","15","12","0","1","2","5","12","11","7","0","2","1","5","8","3","1","0","2","1","3","4","2","1","0","0","0","1","5","2","0","0","0","0","0","1","1","0","22","8","3","0","2","0","1","2","1","36","11","5","0","1","6","5","4","19","16","8","3","0","1","0","1","1","3","7","0","0","0","0","1","1","0","1"
"g20","P","408010","582","109","306","31","0","6","7","0","0","0","123","311","271","10","30","3","0","10","14","12","2","1","1","0","0","0","1","1","0","1","1","1","0","1","2","1","0","1","1","3","0","0","4","1","0","0","8","6","9","10","6","8","0","8","3","14","15","11","11","0","16","19","24","31","51","22","0","8","13","26","32","47","17","0","20","4","9","16","13","12","0","7","10","10","10","8","4","0","3","7","3","9","5","0","0","4","3","3","4","3","0","57","16","6","2","1","0","3","0","24","157","31","21","5","8","7","10","17","50","76","14","7","1","2","2","2","3","16","31","5","1","0","0","1","2","1","3"
"g20","P","408040","735","137","373","37","2","7","11","1","0","0","167","413","322","12","22","17","6","14","24","8","3","1","2","2","0","0","2","2","0","1","3","3","0","0","0","0","0","0","0","0","0","1","3","1","1","0","7","8","12","21","11","5","0","11","8","12","24","13","5","0","20","12","25","46","73","39","0","6","10","19","41","55","27","0","7","18","19","26","23","6","0","3","8","14","32","10","1","0","8","5","6","6","8","2","0","5","3","3","4","7","1","80","19","7","4","3","4","7","2","11","184","34","22","0","6","6","10","19","92","94","27","16","1","7","5","3","2","12","40","7","6","1","0","1","1","0","2"
"g20","P","408050","384","88","180","20","1","2","2","1","1","0","89","196","188","18","14","16","3","3","3","3","1","0","0","0","0","1","0","0","0","1","2","0","0","1","2","2","1","0","2","2","0","2","0","0","0","0","6","11","9","10","2","3","0","8","4","8","14","8","5","0","7","6","19","25","17","14","0","4","10","21","18","18","21","0","9","8","12","11","8","5","0","1","7","7","9","7","5","0","0","1","2","5","6","0","0","0","3","5","4","0","1","50","11","13","2","0","0","2","3","7","106","17","10","0","4","5","7","10","21","53","16","6","1","0","1","3","1","8","22","3","2","0","0","0","0","0","0"
"g20","P","408080","149","50","58","2","0","1","2","0","0","0","36","75","74","19","7","11","4","0","2","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","1","1","0","0","0","1","0","0","0","6","5","2","3","3","2","0","5","5","2","5","11","1","0","7","1","1","8","6","7","0","2","3","7","9","3","4","0","2","3","2","5","5","4","0","4","1","4","2","3","1","0","0","0","2","0","0","1","0","0","2","0","0","0","0","28","6","3","0","2","1","3","1","6","32","8","7","1","0","1","3","1","5","23","5","3","0","2","0","0","1","2","3","0","1","0","1","0","0","0","0"
"g20","P","408100","251","58","114","8","0","2","5","0","0","0","64","124","127","19","12","5","1","2","5","2","0","0","0","1","0","0","2","0","0","0","2","1","0","3","0","3","0","1","1","0","0","0","1","0","0","0","3","7","2","7","2","1","0","3","7","8","8","6","4","0","9","5","11","12","16","3","0","3","7","11","17","12","8","0","9","7","6","6","5","2","0","2","1","4","16","2","4","0","4","1","2","0","3","1","0","1","1","1","1","0","0","40","7","2","0","1","0","7","1","0","73","11","3","2","4","2","6","9","4","25","15","14","1","3","0","3","2","1","13","0","1","0","0","1","0","0","0"
"g20","P","408110","259","45","129","9","0","3","1","0","1","0","71","139","120","3","10","5","1","2","2","3","0","1","0","1","0","0","0","0","0","1","0","1","0","1","2","2","0","1","2","0","0","1","2","2","1","0","4","3","5","3","4","2","0","4","2","5","5","5","3","0","7","9","11","9","19","15","0","3","7","5","12","19","13","0","6","6","7","14","4","1","0","4","4","10","7","6","2","0","0","2","1","3","2","2","0","0","1","0","3","0","0","34","1","1","0","3","0","0","1","5","78","13","6","2","4","3","1","3","19","45","10","4","1","2","3","1","2","3","12","2","0","0","0","0","0","0","0"
"g20","P","408130","45","8","28","3","0","0","0","0","0","0","6","24","21","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","2","3","0","0","0","3","3","1","4","2","1","0","0","2","3","5","2","2","0","1","0","0","2","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","5","1","0","0","0","0","2","0","0","22","2","0","0","3","0","0","1","0","1","0","2","1","2","0","0","0","0","2","0","0","0","0","1","0","0","0"
"g20","P","408160","129","22","55","8","0","3","5","0","0","0","36","67","62","6","1","4","1","1","4","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","4","1","0","0","3","1","4","1","4","2","0","9","3","1","5","12","2","0","2","0","4","6","6","5","0","3","3","4","6","6","1","0","1","2","0","6","2","2","0","1","1","1","1","1","0","0","2","1","2","2","3","1","11","3","4","1","0","0","0","2","1","34","6","2","0","0","1","1","3","8","21","3","4","2","0","0","1","1","4","10","3","0","0","0","1","0","1","1"
"g20","P","408200","317","53","159","11","1","4","6","0","2","0","81","174","143","6","10","4","2","1","2","2","0","0","1","0","0","0","0","0","0","1","2","3","0","0","0","1","0","0","0","0","0","1","0","2","0","0","1","3","7","4","9","0","0","3","2","7","11","5","1","0","3","9","9","24","26","14","0","6","9","10","23","16","10","0","9","8","16","10","5","2","0","3","4","6","5","8","5","0","2","1","5","3","4","0","0","2","2","2","1","2","0","39","6","2","1","0","0","1","0","4","109","10","9","2","2","3","4","2","18","45","16","8","0","1","1","2","1","7","18","2","2","0","1","0","1","0","0"
"g20","P","408230","270","54","140","10","1","5","1","0","0","1","58","136","134","5","14","4","2","0","7","3","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","3","0","1","3","0","0","0","0","1","0","0","0","4","5","3","3","7","0","3","4","9","9","4","3","0","5","7","7","16","17","21","0","3","6","16","12","12","18","0","7","4","8","4","4","4","0","5","3","6","5","5","3","0","0","2","4","0","3","1","0","0","1","3","1","2","1","32","3","6","1","3","0","1","1","7","76","16","5","2","6","1","6","1","27","31","15","1","1","2","0","3","1","4","13","5","0","0","0","0","0","0","0"
"g20","P","408300","222","67","87","7","1","2","4","0","1","0","53","118","104","8","8","6","2","3","1","2","0","1","1","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0","2","0","0","0","0","5","9","5","5","7","4","0","3","8","3","7","6","5","0","4","6","11","11","9","8","0","0","8","6","6","10","8","0","3","7","6","4","6","0","0","1","10","6","2","6","2","0","0","0","1","1","3","3","0","0","1","3","2","1","0","52","4","3","0","0","0","4","0","4","53","14","5","1","1","2","0","3","8","41","5","1","0","0","3","2","1","0","14","0","1","0","0","0","0","0","0"
"g20","P","408320","458","126","181","12","1","4","5","0","2","0","127","240","218","44","28","25","3","4","10","6","0","2","0","0","0","0","1","0","0","1","1","1","0","0","0","1","0","1","0","0","0","1","4","0","1","0","6","13","9","11","4","6","0","10","17","21","13","8","8","0","9","27","17","16","20","15","0","3","11","12","13","22","16","0","9","35","9","10","11","4","0","3","21","9","9","5","2","0","1","4","1","1","2","0","0","3","6","2","4","0","0","81","16","11","2","4","2","3","2","5","138","14","9","1","4","2","2","2","9","97","15","8","1","0","0","5","0","1","23","0","0","0","0","0","0","0","1"
"g20","P","408330","121","27","68","2","0","0","2","0","0","0","22","71","50","1","5","0","1","1","4","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","5","2","1","1","4","3","0","1","0","2","4","3","1","0","3","3","6","6","12","7","0","1","2","5","3","8","12","0","1","1","6","6","1","1","0","0","1","2","2","1","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","18","3","3","0","0","0","0","0","3","35","6","8","2","2","0","1","1","13","15","1","3","0","1","1","1","0","0","4","0","0","0","0","0","0","0","0"
"g20","P","408490","255","46","133","9","0","9","1","0","1","1","55","137","118","11","9","5","3","1","2","2","1","0","0","0","1","1","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","4","6","2","3","5","5","0","0","3","5","5","3","5","0","11","8","7","13","16","12","0","4","5","12","16","16","13","0","5","9","9","5","7","0","0","4","5","5","4","1","1","0","3","2","2","1","1","1","0","0","2","1","3","5","0","28","6","3","0","0","0","1","1","7","74","12","7","1","1","1","1","6","30","33","11","4","0","2","1","1","1","2","17","2","0","0","0","0","0","0","2"
"g20","P","408520","442","89","235","14","1","7","9","0","0","0","87","240","202","3","11","8","5","5","12","5","0","0","0","0","1","0","0","0","0","1","5","2","0","0","1","1","0","0","0","0","0","1","2","0","0","0","10","3","5","6","5","9","0","6","4","8","19","12","2","0","17","10","12","25","39","28","0","10","7","13","26","35","13","0","11","6","12","7","11","3","0","5","4","10","11","3","4","0","7","5","3","2","2","2","0","1","2","4","0","3","0","58","12","5","0","0","0","3","3","8","122","15","20","1","4","3","5","2","63","54","9","7","3","1","0","3","1","9","24","5","0","0","0","1","0","0","1"
"g20","P","408560","132","18","76","4","0","1","4","0","0","0","29","67","65","2","2","4","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","3","2","0","0","1","0","4","2","1","2","0","6","3","1","6","11","11","0","2","4","5","9","12","6","0","4","4","5","0","3","0","0","1","0","4","4","3","1","0","2","0","2","1","0","0","0","3","1","0","0","0","0","15","0","0","0","0","0","0","0","3","31","10","3","0","1","0","4","2","25","8","9","3","0","3","1","2","2","1","9","0","0","0","0","0","0","0","0"
"g20","P","408620","458","59","275","15","0","3","5","0","1","1","99","258","200","4","23","6","2","0","19","5","1","0","0","1","1","0","3","2","0","0","1","5","0","1","1","3","1","0","3","0","0","0","2","0","0","0","4","6","6","5","4","2","0","4","5","8","2","6","7","0","16","9","21","27","46","32","0","7","10","22","35","30","20","0","8","11","12","16","12","5","0","1","5","10","12","6","1","0","2","2","4","5","1","2","0","2","2","4","1","0","0","37","11","2","1","1","0","1","1","5","162","35","20","4","3","3","7","7","34","67","11","5","1","2","2","1","3","7","19","3","1","0","1","0","0","0","1"
"g20","P","408650","6","0","6","0","0","0","0","0","0","0","0","2","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"g20","P","408710","77","14","36","1","0","1","1","0","0","0","24","36","41","2","5","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","3","1","0","4","2","1","0","1","2","2","2","7","2","0","1","2","5","6","5","1","0","5","2","1","2","5","1","0","1","4","1","0","2","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","11","1","0","0","1","0","1","0","0","27","1","1","1","0","3","0","1","2","11","10","0","0","1","0","0","0","2","2","1","0","0","0","0","0","0","0"
"g20","P","408780","60","14","33","1","0","0","0","0","0","0","12","32","28","1","2","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","2","1","0","3","1","0","1","2","2","0","1","0","3","2","7","7","0","1","0","1","2","4","5","0","1","1","0","1","1","2","0","0","1","0","2","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","6","1","0","2","0","1","1","0","3","16","6","2","1","1","2","1","0","4","9","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"g20","P","408830","53","2","38","4","0","0","0","0","0","0","9","27","26","0","4","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","3","1","5","5","6","0","1","2","0","6","4","3","0","0","1","0","1","0","0","0","0","0","2","4","1","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","18","7","2","2","1","2","0","1","5","5","1","3","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0"
"g20","P","408900","257","54","127","8","0","2","2","0","2","0","62","142","115","2","13","8","2","3","10","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","6","2","6","4","3","4","0","3","3","4","5","8","6","0","5","9","11","7","22","11","0","7","7","7","12","19","10","0","4","9","2","8","12","7","0","1","1","5","5","3","5","0","0","2","2","2","2","2","0","1","1","0","1","1","0","41","5","1","0","1","0","0","0","6","76","12","5","1","2","3","0","2","26","35","9","6","1","1","0","1","3","6","10","0","1","1","0","1","0","0","1"
"g20","P","408910","354","79","182","9","2","5","8","0","0","0","69","204","150","17","11","5","1","2","8","2","1","0","0","0","0","0","2","2","1","0","0","0","0","0","4","0","0","0","0","0","0","0","3","0","0","0","6","5","5","6","10","6","0","5","3","6","9","6","12","0","10","11","20","22","24","19","0","3","9","16","18","16","14","0","7","7","8","9","12","2","0","5","6","8","1","4","0","0","4","2","4","2","3","0","0","3","1","1","2","1","1","40","10","6","1","2","1","4","0","15","100","15","12","2","7","3","5","5","33","37","9","6","2","0","2","2","1","10","15","4","3","0","0","0","0","0","2"
"g20","P","408940","56","6","30","2","0","0","0","0","0","0","18","31","25","0","2","1","0","0","3","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","1","0","0","2","3","2","1","3","7","0","1","0","0","4","2","5","0","1","1","0","2","5","2","0","1","0","1","1","2","2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","5","0","1","0","0","0","0","0","0","12","5","2","0","0","0","0","2","9","8","4","2","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0"
"g20","P","409090","80","10","50","2","0","1","1","0","0","0","16","43","37","2","6","3","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","1","0","1","2","0","0","1","1","0","2","3","3","4","10","4","0","1","1","5","4","10","3","0","0","2","3","0","1","2","0","1","0","3","0","3","1","0","0","2","1","1","0","0","0","0","0","0","0","0","0","8","1","0","0","0","0","0","0","1","22","9","3","1","2","1","2","0","10","6","3","2","1","0","2","0","1","1","4","0","0","0","0","0","0","0","0"
"g20","P","409200","81","11","47","4","0","0","1","0","0","0","18","42","39","1","4","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","2","1","1","2","0","1","1","4","4","5","11","0","0","0","3","5","4","9","0","1","2","1","1","2","2","0","0","0","4","1","1","3","0","1","0","0","1","0","1","0","0","0","2","0","0","0","5","2","1","0","2","0","0","0","1","19","1","3","0","0","0","4","0","20","9","3","0","0","2","0","2","1","1","4","1","0","0","0","0","0","0","0"
"g20","P","409210","316","62","129","14","1","9","7","0","4","0","90","165","151","14","19","14","5","1","1","6","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","1","0","2","10","6","2","1","2","0","6","8","9","8","4","4","0","11","11","14","17","11","13","0","4","4","6","15","13","10","0","8","16","11","9","2","2","0","9","10","10","7","5","1","0","6","2","5","1","2","1","0","9","3","2","1","2","1","49","2","2","0","0","0","4","0","5","78","11","11","3","4","2","2","4","14","62","13","7","0","1","0","2","0","5","29","4","0","0","0","0","0","0","2"
"g20","P","409211","50","14","20","2","0","2","1","0","0","0","11","26","24","2","3","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","1","3","2","1","2","0","0","4","6","1","2","1","0","0","1","1","2","0","2","0","0","0","3","1","1","0","0","0","1","2","2","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","1","1","14","0","0","0","0","0","0","0","0","19","1","0","0","0","0","0","0","0","9","1","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0"
"g20","P","409240","408","92","209","13","1","3","5","0","0","0","85","212","196","6","17","5","1","2","5","4","0","0","2","0","0","0","0","2","0","3","1","2","0","1","1","2","0","1","0","0","0","0","3","0","0","0","4","8","11","5","7","6","0","7","5","8","14","10","7","0","16","10","12","27","16","27","0","5","11","15","24","18","28","0","6","9","20","9","6","1","0","5","3","9","10","5","2","0","4","1","2","3","2","0","0","2","3","2","2","1","0","55","14","8","1","2","1","2","1","8","138","16","19","1","5","3","3","3","21","45","15","7","2","3","3","1","3","6","19","2","0","0","0","0","0","0","1"
"g20","P","409260","109","16","53","8","0","1","0","0","0","0","31","59","50","7","1","5","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","1","2","0","1","0","2","1","2","1","2","2","0","3","5","3","5","6","8","0","0","0","6","5","5","7","0","2","1","4","4","4","1","0","4","0","3","6","2","0","0","1","0","3","2","1","0","0","0","0","1","0","1","0","8","1","1","0","0","1","1","0","4","24","9","3","0","0","3","2","1","11","19","3","1","0","0","0","2","0","6","7","2","0","0","0","0","0","0","0"
"g20","P","409290","203","37","117","8","1","0","1","0","1","0","38","112","91","5","8","3","0","1","7","1","2","0","0","0","0","0","0","0","0","1","2","0","0","2","1","0","0","0","1","0","0","0","1","1","0","0","4","1","1","5","4","3","0","1","0","5","7","4","2","0","6","2","12","15","18","9","0","5","4","10","8","14","14","0","7","6","1","6","4","3","0","3","1","1","5","1","0","0","1","0","1","1","1","1","0","1","1","0","1","2","1","18","3","1","0","0","1","2","5","7","63","15","11","1","2","0","4","7","14","20","8","2","0","1","0","2","2","3","7","1","3","0","0","0","0","0","0"
"g20","P","409500","81","25","38","1","0","1","0","0","0","0","16","42","39","4","3","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","3","2","3","3","0","0","1","1","2","6","4","0","0","2","1","2","6","8","2","0","1","2","4","5","4","1","0","0","3","2","3","0","0","0","1","0","3","2","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","16","3","2","0","0","1","1","1","1","20","4","3","0","1","2","2","1","5","10","2","1","0","0","0","0","1","2","1","1","0","0","0","0","0","0","0"
"g20","P","409680","37","3","21","2","0","0","1","0","0","0","10","18","19","1","2","1","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","4","5","2","0","0","0","0","1","3","5","0","1","1","0","2","0","0","0","0","2","1","2","1","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","15","0","1","0","0","1","0","1","3","8","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1"
"g20","P","409681","96","17","46","6","0","0","1","0","0","0","26","43","53","4","1","3","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","2","2","0","3","2","0","0","1","3","0","2","1","1","0","3","1","6","6","3","2","0","0","2","2","9","10","2","0","1","2","1","2","3","0","0","3","5","2","6","1","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","14","3","0","0","0","0","0","0","0","28","0","3","0","2","1","3","1","8","21","3","1","0","0","0","1","0","0","4","1","1","1","0","0","0","0","0"
"g20","P","412000","617","159","255","18","1","1","13","0","6","0","164","339","278","9","19","12","2","6","14","9","1","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","2","0","0","0","0","7","10","14","10","18","10","0","9","15","22","18","16","10","0","7","15","27","24","39","29","0","3","14","20","17","34","26","0","16","25","22","18","12","6","0","4","21","16","11","10","3","0","1","6","10","5","6","2","0","0","2","0","3","2","2","110","18","4","1","4","1","3","7","11","143","27","15","0","5","4","9","4","48","106","30","6","2","2","0","2","1","15","27","3","1","1","2","1","1","0","3"
"g20","P","412010","324","78","118","18","1","1","8","0","1","0","99","193","131","4","12","9","1","3","5","4","2","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","3","8","9","7","1","8","0","4","10","9","8","4","7","0","6","9","5","12","33","9","0","1","3","6","10","16","8","0","4","16","11","12","12","9","0","4","8","7","7","6","3","0","1","5","4","3","3","3","0","2","4","0","1","3","0","54","7","4","1","1","1","2","1","7","67","10","7","0","7","3","3","2","19","50","8","13","1","4","0","4","2","17","18","4","2","0","1","0","1","0","3"
"g20","P","412080","178","37","81","8","0","3","3","0","0","1","45","96","82","5","8","4","2","1","6","3","0","0","0","0","0","0","0","0","0","1","2","1","0","2","0","0","0","0","1","0","0","1","0","0","0","0","1","0","6","4","6","1","0","5","1","5","3","3","2","0","6","5","3","12","9","11","0","1","0","6","9","9","10","0","4","2","5","9","4","1","0","4","1","6","6","2","1","0","1","2","1","1","1","1","0","3","1","2","1","0","1","19","5","3","0","1","1","3","0","5","41","4","4","1","3","0","3","3","22","27","7","2","0","2","0","3","0","4","7","4","2","0","1","1","0","0","0"
"g20","P","412230","105","34","39","4","0","0","1","0","0","0","27","53","52","7","2","4","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","3","2","3","3","2","2","0","6","2","2","3","3","3","0","3","2","6","4","4","3","0","0","2","3","3","3","6","0","3","0","2","2","3","2","0","5","2","2","3","1","2","0","0","1","0","1","1","1","0","1","0","0","0","0","0","26","6","0","0","0","0","0","0","2","23","4","2","0","1","1","0","0","8","16","6","1","0","0","0","1","0","3","4","1","0","0","0","0","0","0","0"
"g20","P","412400","602","193","199","24","2","9","14","1","7","2","151","334","268","54","27","27","8","10","14","4","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2","1","0","0","0","0","2","1","3","0","0","7","23","21","13","12","18","0","7","20","26","23","15","8","0","8","24","16","23","24","21","0","2","8","16","18","19","20","0","9","21","26","17","10","7","0","9","17","16","9","5","5","0","1","12","5","5","8","3","0","7","5","4","6","2","1","119","18","13","0","5","3","11","4","20","116","20","12","1","8","3","3","5","31","98","17","8","5","2","2","6","5","8","46","5","3","0","2","0","0","1","2"
"g20","P","412440","185","25","80","7","0","3","3","0","1","1","65","106","79","5","5","1","0","1","4","5","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","2","1","0","0","1","1","0","0","1","1","0","4","3","3","0","1","0","4","4","3","1","0","5","3","10","15","9","4","0","1","2","3","13","7","8","0","3","7","3","10","7","8","0","3","3","5","7","8","1","0","0","3","3","2","0","2","0","1","1","1","1","1","0","17","1","2","0","1","0","2","1","1","52","7","4","2","2","1","0","1","11","40","10","5","0","4","0","0","1","5","11","3","0","0","0","0","0","0","1"
"g20","P","412750","295","89","113","13","1","2","1","0","4","0","72","155","140","16","12","7","2","2","10","4","1","0","0","0","0","0","3","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8","12","6","7","8","0","1","0","10","14","13","8","0","3","3","9","7","13","18","0","1","8","10","7","17","17","0","4","5","12","11","6","6","0","3","6","6","5","6","2","0","2","2","1","4","4","2","0","2","0","2","1","1","0","48","10","6","1","0","1","4","2","17","50","15","6","1","4","2","1","1","33","38","11","6","1","4","1","2","0","9","14","1","1","0","1","0","0","0","4"
"g20","P","412800","226","47","111","12","0","0","3","0","0","0","53","118","108","5","3","6","1","5","7","4","0","0","0","0","0","1","1","0","0","0","2","1","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","3","10","4","3","4","0","3","4","2","4","3","7","0","3","4","2","17","22","12","0","1","2","7","16","11","14","0","3","3","6","7","4","4","0","2","1","13","3","3","4","0","1","0","3","0","2","1","0","0","0","3","1","1","3","19","12","3","0","0","1","4","1","7","52","12","9","4","3","1","1","2","27","30","7","5","0","2","1","2","4","2","6","4","2","0","1","0","1","1","0"
"g20","P","412810","52","14","25","3","0","0","0","0","0","0","10","30","22","2","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","2","3","0","0","2","0","0","4","0","0","0","1","2","2","4","4","0","2","0","1","1","4","4","0","0","2","1","0","2","2","0","0","0","1","2","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","9","1","2","0","0","0","0","0","2","10","4","1","0","1","0","0","0","9","8","1","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0"
