"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g20","P","105000","175","32","99","8","1","2","1","0","0","0","32","94","81","1","3","2","1","1","3","4","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","1","0","0","0","2","0","0","1","0","1","0","3","1","1","1","2","8","0","0","1","4","0","4","7","0","4","2","2","3","14","25","0","2","2","1","5","15","24","0","1","4","1","3","2","7","0","3","2","1","1","2","5","0","1","2","1","0","4","2","0","0","0","1","0","1","0","17","3","2","0","1","1","2","2","4","46","16","5","5","1","2","2","4","18","23","3","2","1","1","0","1","0","1","10","2","0","0","0","0","0","0","0"
"g20","P","105010","92","13","52","3","0","1","3","0","0","0","20","45","47","1","2","0","1","2","4","2","2","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","2","0","2","1","0","0","1","1","1","0","2","0","0","1","3","7","6","2","7","0","0","4","5","4","4","9","0","1","1","1","2","1","1","0","2","0","1","5","3","2","0","2","1","1","0","0","0","0","1","1","1","0","0","0","11","1","0","0","0","0","0","0","1","25","7","2","0","2","3","3","0","10","14","1","0","0","0","0","0","0","5","5","0","0","1","0","1","0","0","0"
"g20","P","105160","551","96","275","23","3","6","8","0","1","0","139","305","246","19","21","19","7","2","13","5","5","1","1","3","0","0","0","0","0","3","4","6","0","3","2","6","0","0","3","3","0","3","9","1","1","0","9","11","9","8","5","8","0","4","9","10","8","7","8","0","8","11","22","28","38","43","0","4","7","17","26","32","39","0","5","19","15","17","12","11","0","5","11","10","18","9","7","0","4","3","6","6","3","4","0","3","1","4","1","5","1","69","9","4","2","1","0","1","2","8","170","24","20","3","5","5","4","4","40","81","22","11","4","4","1","6","2","8","37","1","0","1","1","0","0","0","1"
"g20","P","105200","35","7","19","0","0","0","0","0","0","0","9","19","16","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","0","1","0","1","0","0","2","1","0","1","1","4","0","1","0","0","3","2","4","0","1","0","0","2","1","1","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","1","7","4","2","0","0","0","1","1","4","6","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0"
"g20","P","105800","42","6","20","2","0","1","1","0","0","0","12","23","19","1","0","3","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","2","0","0","0","0","1","3","3","2","3","0","0","0","2","0","5","1","0","3","0","0","1","1","2","0","1","2","1","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","4","0","1","0","0","0","1","0","0","10","0","2","2","1","0","0","1","4","7","1","0","1","1","0","1","1","0","2","0","0","0","0","0","0","2","0"
"g20","P","105910","330","65","162","11","0","2","3","0","1","0","86","178","152","11","19","7","3","2","3","1","0","0","0","0","0","0","0","0","1","1","3","5","0","3","2","0","0","0","0","2","0","1","3","4","1","0","5","7","10","4","1","6","0","3","6","9","2","2","10","0","8","5","6","21","27","19","0","7","5","9","21","20","14","0","8","9","14","9","7","4","0","4","3","9","10","5","4","0","2","1","2","1","0","2","0","0","2","5","1","0","1","51","5","3","0","0","1","1","2","2","99","15","10","0","5","1","5","5","22","55","11","7","2","4","0","1","1","5","16","1","0","0","0","0","0","0","0"
"g20","P","106120","57","12","20","4","0","5","0","0","0","0","16","27","30","1","3","2","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1","2","0","0","0","0","1","2","3","2","0","0","0","0","3","3","4","0","0","1","0","0","2","1","6","0","1","3","1","1","3","1","0","0","0","2","3","1","0","0","0","0","1","1","0","1","0","2","1","0","2","1","0","8","0","0","0","1","0","1","0","2","16","2","1","0","0","0","0","0","1","8","7","0","0","0","0","0","1","0","9","0","0","0","0","0","0","0","0"
"g20","P","106340","411","118","170","15","0","3","3","0","0","0","102","211","200","25","20","19","2","4","6","1","0","0","0","0","0","0","0","1","0","1","0","4","0","1","0","0","0","0","3","1","1","1","7","9","0","0","10","12","9","5","8","7","0","7","10","20","14","7","9","0","4","12","12","19","28","17","0","3","13","13","12","17","20","0","11","10","12","12","4","8","0","10","4","16","8","4","3","0","0","2","2","2","4","1","0","1","1","3","3","2","0","76","11","5","2","4","0","4","4","12","92","14","8","3","4","3","2","5","39","68","14","3","0","3","1","0","1","12","14","1","1","0","0","0","1","0","4"
"g20","P","106350","581","133","250","21","0","14","11","1","1","0","150","336","245","21","23","21","3","2","7","4","2","1","0","1","0","0","0","1","1","2","3","6","0","8","1","4","0","0","7","2","2","2","8","6","1","0","7","17","24","9","4","8","0","4","17","13","18","8","4","0","15","16","26","34","32","26","0","0","7","18","21","33","22","0","14","13","24","23","11","6","0","8","13","12","11","6","9","0","10","3","3","4","6","1","0","5","3","3","4","3","3","95","14","8","0","2","1","5","0","8","116","27","20","6","8","11","7","8","47","95","21","9","2","3","1","5","1","13","37","5","2","0","1","0","0","0","3"
"g20","P","106440","9","2","7","0","0","0","0","0","0","0","0","3","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"g20","P","106500","167","26","89","3","1","1","2","0","0","0","45","94","73","2","9","2","0","1","6","0","0","0","0","1","0","0","0","0","0","0","2","4","1","0","0","0","0","1","2","2","0","4","5","2","0","0","4","1","1","3","0","2","0","1","2","5","3","1","3","0","4","2","3","16","13","11","0","1","5","8","7","11","8","0","6","5","9","5","3","2","0","1","4","4","4","2","0","0","1","0","1","0","2","0","0","2","0","1","0","0","0","22","2","0","0","0","0","1","0","1","48","3","3","1","0","1","1","2","30","32","4","1","1","0","1","0","0","6","5","2","0","0","0","0","0","0","0"
"g20","P","110000","587","127","246","29","1","6","8","0","3","0","167","310","277","10","35","23","8","8","2","2","0","0","1","1","0","2","1","0","0","4","7","5","0","2","2","8","1","6","7","6","2","9","11","5","3","1","8","10","11","11","11","6","0","3","14","9","17","18","8","0","6","12","16","23","33","34","0","5","8","17","20","43","29","0","10","22","26","16","19","14","0","9","8","15","12","10","6","0","4","8","2","3","2","2","0","2","9","7","2","4","2","70","18","6","2","3","0","2","5","21","125","23","16","3","5","1","7","5","61","102","23","6","3","9","0","4","3","17","35","0","2","1","2","1","1","0","5"
"g20","P","110010","585","152","271","10","0","3","6","0","2","0","141","317","268","29","32","16","7","7","12","6","1","3","7","1","0","3","3","1","0","0","4","1","2","2","0","5","0","6","2","2","1","9","12","2","1","0","8","18","14","11","15","5","0","3","16","15","15","18","14","0","6","13","21","34","36","43","0","4","13","20","21","26","34","0","11","18","29","7","10","7","0","5","12","18","8","10","6","0","3","1","2","4","1","0","0","0","1","4","0","4","1","88","9","11","3","1","4","11","3","22","153","29","14","2","7","3","7","11","45","79","20","9","4","4","2","5","6","12","15","1","1","0","1","1","1","0","1"
"g20","P","110140","541","112","266","21","0","9","8","0","1","1","123","309","232","19","35","9","5","3","12","2","1","0","0","0","2","1","0","0","0","1","4","3","0","3","2","2","1","3","6","2","4","1","7","5","0","0","9","15","16","7","13","5","0","7","9","7","10","6","8","0","14","15","15","32","32","41","0","10","14","15","20","30","28","0","12","17","13","15","10","5","0","6","10","14","11","7","3","0","6","3","2","8","3","1","0","5","5","1","2","2","2","74","8","6","1","3","0","2","3","15","165","21","14","6","6","0","4","4","46","78","18","4","2","3","1","4","2","11","32","6","0","0","1","0","0","1","0"
"g20","P","110270","782","162","396","26","1","7","7","0","3","0","180","450","332","20","34","26","3","12","15","6","2","4","2","3","1","1","0","2","0","9","18","21","3","12","1","2","1","3","19","5","0","7","26","8","5","0","20","6","10","21","12","11","0","21","11","14","15","13","8","0","18","12","20","52","72","56","0","7","15","15","41","47","41","0","10","16","19","37","25","4","0","11","8","4","25","8","13","0","11","5","4","2","5","2","0","2","3","3","3","4","0","110","14","11","0","3","0","3","2","19","193","24","21","11","6","8","12","17","104","100","23","8","4","10","1","11","6","17","32","5","2","0","2","0","0","0","3"
"g20","P","110332","232","52","115","4","2","2","7","0","0","0","50","132","100","8","11","5","0","2","5","1","0","1","0","0","0","0","3","0","0","0","0","6","1","0","0","1","0","1","6","3","0","5","8","4","1","0","5","7","4","2","7","3","0","4","3","3","5","4","5","0","3","6","6","10","25","15","0","0","5","4","12","15","14","0","3","4","6","6","6","5","0","3","3","1","8","3","2","0","1","2","1","4","0","1","0","1","2","2","0","1","0","26","10","1","0","0","0","2","0","13","43","9","10","1","2","2","4","2","42","24","6","2","1","3","0","4","1","9","11","2","1","0","0","0","0","0","1"
"g20","P","110510","74","10","39","5","0","0","0","0","0","0","20","45","29","1","4","3","1","0","1","1","0","0","2","1","0","0","1","0","0","0","2","1","0","0","2","1","0","2","4","1","0","2","0","1","0","0","1","0","4","1","0","0","0","1","1","1","0","1","0","0","0","1","1","9","12","3","0","0","1","1","2","7","2","0","2","2","0","4","2","1","0","0","1","2","5","1","0","0","1","0","0","1","0","0","0","1","0","0","0","2","0","8","0","0","1","0","0","0","0","1","21","2","1","1","3","0","0","0","11","13","5","0","0","0","0","0","0","2","3","1","1","0","0","0","0","0","0"
"g20","P","110600","210","41","109","7","1","0","1","0","0","0","51","119","91","9","6","2","1","4","4","2","0","0","0","1","0","0","0","0","0","1","8","6","0","3","0","4","0","1","3","3","1","0","4","2","0","0","4","4","6","5","3","1","0","2","2","2","6","5","1","0","5","3","4","13","29","9","0","5","3","5","5","18","10","0","4","4","5","12","4","2","0","3","3","3","4","4","3","0","1","1","0","0","0","0","0","1","2","1","1","1","1","29","4","1","0","0","1","1","1","4","51","9","1","3","6","3","4","0","32","32","7","2","1","1","1","2","0","5","6","0","2","0","0","1","0","0","0"
"g20","P","110900","252","48","130","7","0","2","3","0","0","0","62","129","123","3","6","6","0","2","10","1","1","1","1","0","0","0","0","0","0","2","1","3","0","2","2","8","0","6","2","1","1","0","4","0","0","0","4","2","3","9","11","0","0","2","3","4","6","4","0","0","3","6","11","20","12","13","0","5","9","12","18","15","6","0","5","3","8","8","3","1","0","2","4","6","13","6","3","0","2","0","1","0","3","1","0","0","1","2","1","1","0","31","5","2","0","2","2","1","2","3","72","21","8","1","4","4","3","5","12","39","6","7","0","1","3","1","0","5","10","1","0","0","0","0","0","0","1"
"g20","P","111000","398","100","159","19","1","2","3","0","0","0","114","214","184","18","19","15","2","4","12","9","1","1","0","1","0","1","0","0","0","0","3","9","0","3","0","7","0","4","3","2","2","2","4","0","0","0","13","7","13","7","5","5","0","8","7","16","11","4","4","0","6","9","20","20","20","6","0","2","8","31","17","12","8","0","8","6","25","18","6","5","0","3","11","19","7","4","2","0","2","2","3","3","3","2","0","2","2","4","2","0","0","75","8","7","1","3","0","4","2","0","99","24","19","2","5","2","3","0","5","69","18","11","5","4","0","1","2","4","18","3","2","1","1","0","0","0","0"
"g20","P","111090","267","60","105","6","1","4","4","0","1","0","86","139","128","4","1","6","0","7","7","4","1","1","0","1","0","0","0","0","0","5","11","11","1","1","1","4","0","1","6","3","1","0","1","1","1","0","4","3","4","12","3","0","0","4","2","12","10","5","1","0","4","4","6","13","23","3","0","3","5","6","25","11","2","0","13","6","4","15","12","5","0","4","4","6","8","6","3","0","1","0","1","3","0","0","0","3","1","2","3","1","1","36","10","5","0","2","0","2","2","3","58","7","2","3","2","2","2","4","25","48","7","13","2","2","0","2","3","9","12","3","1","0","0","0","0","0","0"
"g20","P","111100","429","116","141","14","1","15","3","0","0","0","139","248","181","11","5","16","2","6","11","9","3","2","3","3","0","0","0","0","0","5","4","11","1","7","1","6","1","2","1","1","1","2","4","2","1","0","14","9","11","11","6","4","0","10","8","19","13","9","2","0","13","7","11","19","24","8","0","7","7","9","18","11","7","0","15","11","16","26","15","3","0","9","7","7","18","12","0","0","7","4","4","4","2","4","0","1","1","1","1","3","1","86","12","5","1","0","1","1","0","10","92","16","5","0","3","1","1","5","18","104","13","5","0","2","1","4","3","7","29","2","0","0","0","0","0","0","2"
"g20","P","111170","503","145","178","11","1","7","10","0","0","0","151","279","224","16","16","8","2","6","11","1","0","2","2","2","1","0","0","3","0","5","6","5","1","9","3","3","0","1","2","3","1","3","1","2","0","0","8","17","14","21","9","2","0","10","13","16","24","9","2","0","8","27","14","20","28","10","0","5","6","11","24","19","6","0","11","13","19","27","5","7","0","10","12","23","15","5","4","0","4","3","6","5","1","0","0","1","2","3","4","0","0","115","11","4","0","1","0","4","5","5","115","16","4","1","3","0","6","4","29","101","20","4","5","5","1","3","4","8","28","1","0","0","0","0","0","0","0"
"g20","P","111380","249","45","95","5","0","5","1","0","0","0","98","146","103","5","4","4","0","3","7","5","0","4","0","7","0","0","0","0","0","4","6","19","5","2","3","6","0","1","1","3","0","0","3","0","0","0","8","4","1","5","5","3","0","1","4","4","6","4","0","0","6","2","11","18","14","5","0","4","4","6","12","10","3","0","6","5","9","32","5","1","0","3","7","10","12","7","1","0","0","0","0","4","0","2","0","2","0","0","2","1","0","37","0","2","0","0","0","4","0","2","65","9","3","1","2","1","2","3","9","76","11","2","1","4","0","1","0","3","10","0","0","0","1","0","0","0","0"
"g20","P","111570","29","7","10","1","0","0","0","0","1","0","10","18","11","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","0","5","0","0","0","0","0","1","0","0","0","0","0","0","1","0","2","2","0","0","0","0","0","1","1","0","0","0","0","0","3","1","1","1","0","0","0","1","2","1","0","0","1","0","2","2","0","0","0","1","1","2","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","0","0","8","2","0","0","0","0","0","0","0","6","3","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"g20","P","115010","646","143","262","34","0","5","1","1","1","0","199","368","278","15","12","11","1","7","17","9","0","2","4","1","0","0","1","0","0","5","14","14","1","2","2","4","0","4","4","1","2","3","3","1","0","0","11","17","11","15","9","7","0","14","14","17","14","9","5","0","17","17","17","42","31","30","0","7","11","12","24","34","20","0","10","19","28","28","22","11","0","8","12","22","18","12","9","0","4","7","5","4","3","3","0","4","2","1","6","2","1","107","11","4","1","3","2","2","3","10","150","39","8","0","4","4","4","8","45","125","24","19","2","6","2","8","4","9","35","2","3","0","0","0","0","1","1"
"g20","P","115050","307","86","129","8","0","2","3","0","1","0","78","170","137","6","6","3","1","6","5","3","0","0","1","0","0","0","0","0","0","3","4","4","0","0","1","0","0","1","2","1","1","1","0","1","0","0","4","8","12","11","12","3","0","3","6","6","6","9","6","0","2","7","8","17","16","21","0","5","6","13","8","14","12","0","6","10","5","7","9","5","0","1","8","7","8","10","2","0","1","0","1","3","1","1","0","0","1","1","2","3","0","55","11","6","1","0","1","2","0","10","57","16","6","3","5","4","1","5","32","45","18","3","3","1","1","2","1","4","11","0","0","0","1","0","0","0","2"
"g20","P","115130","383","102","156","12","1","3","4","0","0","0","105","222","161","9","10","8","1","10","6","6","0","0","3","0","0","0","0","1","0","0","1","0","1","1","0","0","0","2","0","2","0","0","0","0","0","0","7","3","6","14","14","8","0","1","5","14","8","11","11","0","8","4","7","16","27","26","0","2","6","6","14","12","28","0","10","8","17","18","14","4","0","1","8","5","7","11","2","0","2","3","5","0","1","0","0","1","4","2","0","1","1","56","11","4","1","1","2","5","1","21","78","15","8","2","1","5","3","7","37","61","14","7","1","3","4","2","0","13","18","1","1","0","0","0","0","0","0"
"g20","P","115290","79","27","25","5","1","0","2","0","0","0","19","39","40","7","3","2","2","1","0","0","0","1","2","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","1","1","0","0","2","6","1","2","0","0","0","4","3","6","1","1","1","0","1","5","3","1","2","0","0","0","2","2","5","4","0","0","2","3","4","2","0","0","0","1","2","2","1","1","1","0","0","1","3","1","0","0","0","1","0","1","1","0","0","25","1","0","0","1","0","0","0","0","19","3","2","0","1","0","0","0","0","15","1","0","0","0","0","0","3","0","7","0","1","0","0","0","0","0","0"
"g20","P","120000","110","62","11","2","0","0","0","0","0","0","35","64","46","12","2","5","0","4","0","1","0","4","1","2","0","0","1","0","0","2","0","3","1","0","1","0","0","4","0","2","0","0","0","0","0","0","10","21","1","0","0","1","0","13","13","2","0","0","1","0","3","5","0","0","1","0","0","1","1","0","0","0","0","0","7","9","6","0","0","0","0","5","5","2","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","59","1","0","0","0","0","0","0","2","9","1","1","0","0","0","0","0","0","31","1","0","0","2","0","0","0","1","2","0","0","0","0","0","0","0","0"
"g20","P","120010","569","208","146","17","1","10","6","0","2","0","179","323","246","47","14","34","5","10","9","5","0","4","1","2","0","0","0","2","0","7","2","21","0","5","3","4","0","6","3","4","1","3","2","5","0","0","36","34","13","18","1","5","0","38","22","10","16","9","6","0","14","22","17","14","9","14","0","6","12","11","9","13","5","0","29","27","16","11","11","12","0","26","17","6","8","9","7","0","6","4","4","3","2","1","0","2","6","0","1","2","5","179","12","7","0","1","1","3","0","5","106","11","9","5","3","3","1","1","7","144","18","5","1","2","1","2","2","4","30","4","0","0","0","1","1","0","0"
"g20","P","120020","921","384","185","25","1","13","19","0","5","0","289","546","375","72","19","45","12","18","8","5","0","7","3","6","0","2","0","3","0","31","5","30","3","13","0","8","1","16","2","6","1","3","8","5","0","0","117","41","25","8","10","10","0","86","42","12","9","13","11","0","23","27","17","14","13","15","0","8","12","11","10","16","19","0","67","67","29","15","10","2","0","34","29","13","11","5","7","0","10","15","3","5","3","0","0","9","9","4","1","4","0","335","20","11","4","1","0","2","3","8","139","11","6","4","2","2","1","0","20","256","15","5","2","2","0","3","4","2","54","4","1","0","1","0","0","0","3"
"g20","P","120030","597","167","230","20","0","4","16","0","1","0","159","335","262","17","17","17","4","13","8","14","2","1","1","0","0","1","0","0","0","9","3","6","1","7","0","3","1","1","3","3","1","0","2","3","1","0","27","20","15","9","8","13","0","13","12","16","12","14","8","0","9","17","12","29","27","32","0","5","16","20","14","29","20","0","20","19","17","20","14","8","0","8","9","12","16","8","8","0","5","6","2","3","1","2","0","6","4","4","6","2","0","131","15","3","0","2","0","1","2","13","138","24","7","3","7","2","13","4","32","110","22","9","0","5","0","5","3","5","33","4","0","1","2","0","0","0","1"
"g20","P","120040","314","192","22","11","0","1","2","0","0","0","86","179","135","61","9","19","4","9","0","3","0","5","0","2","0","4","0","1","1","16","2","10","2","8","0","4","2","12","0","9","0","3","1","2","0","0","95","2","0","0","0","0","0","94","1","0","0","0","0","0","17","0","0","0","1","0","0","4","0","0","0","0","0","0","54","2","0","0","0","0","0","28","1","0","1","0","0","0","8","0","0","0","0","0","0","6","0","0","0","0","0","190","2","0","0","0","0","0","0","0","21","1","0","0","0","0","0","0","0","83","2","0","0","0","0","1","0","0","14","0","0","0","0","0","0","0","0"
"g20","P","120340","71","10","27","4","0","2","1","0","0","0","27","42","29","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","2","1","3","0","0","0","1","0","1","4","3","0","0","3","0","0","0","1","2","1","1","1","0","0","0","1","1","1","0","1","0","1","0","1","4","6","1","0","1","1","4","3","5","0","0","5","1","5","4","3","1","0","0","2","3","2","1","0","0","0","1","0","1","1","1","0","0","2","0","1","0","0","4","4","1","0","0","0","0","0","1","10","3","5","0","0","0","0","0","9","15","5","2","1","0","0","1","1","2","5","1","0","0","0","0","0","0","1"
"g20","P","120500","11","2","5","2","0","0","0","0","0","0","2","4","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"g20","P","125260","756","211","313","20","1","10","14","0","2","0","185","401","355","25","7","21","2","19","17","14","0","0","0","0","0","0","0","0","0","1","1","2","0","1","1","0","1","1","3","2","0","3","1","0","0","0","8","18","21","17","17","14","0","7","28","23","19","20","19","0","12","29","17","24","49","41","0","7","13","19","26","34","42","0","15","21","17","16","18","19","0","10","13","19","16","12","9","0","5","4","3","6","4","6","0","2","6","1","6","2","2","131","17","14","8","4","2","5","0","30","189","21","13","3","8","3","7","7","62","126","23","11","6","0","1","2","3","13","38","4","3","0","0","0","1","0","1"
"g20","P","126110","634","156","302","18","0","4","3","0","1","0","150","357","277","16","19","10","2","10","16","12","0","0","0","0","0","0","2","0","0","0","6","2","0","3","0","5","0","1","1","0","0","2","2","0","0","0","13","10","11","16","12","19","0","6","9","12","13","16","19","0","10","10","25","37","48","47","0","4","8","16","33","26","38","0","12","12","18","18","10","13","0","5","7","20","18","9","8","0","1","7","3","2","1","2","0","1","1","3","4","1","0","99","6","8","1","6","3","3","7","23","153","35","16","3","9","2","5","6","73","98","20","9","0","4","1","4","4","10","18","4","3","0","1","0","0","0","0"
"g20","P","126320","980","275","330","35","2","19","24","0","3","2","290","585","395","28","21","23","7","14","11","12","8","0","0","0","0","1","0","1","0","3","0","2","1","0","0","0","0","2","3","0","0","1","2","1","1","0","18","52","31","19","16","10","0","19","44","21","19","19","7","0","11","52","39","32","33","29","0","12","29","20","19","23","31","0","22","71","40","20","23","17","0","9","42","15","15","5","11","0","4","15","14","10","5","2","0","6","22","1","4","1","1","189","24","20","1","3","1","6","5","26","205","24","22","4","10","3","9","8","45","188","42","14","1","8","0","6","6","25","74","3","1","1","0","0","1","0","5"
"g20","P","130000","755","204","270","35","1","18","11","0","2","0","214","458","297","68","46","53","19","3","5","6","1","1","3","4","0","3","0","0","0","4","12","7","1","1","4","3","0","7","29","23","10","15","15","14","5","0","29","35","9","8","12","13","0","26","18","15","12","15","12","0","22","30","36","23","42","28","0","11","8","10","19","23","18","0","26","31","26","20","16","10","0","20","17","19","15","7","7","0","12","10","6","8","3","3","0","5","6","3","6","3","2","153","10","5","2","5","2","3","0","24","186","20","12","2","5","3","6","5","31","149","29","11","2","3","0","2","4","14","55","5","2","0","2","1","0","0","2"
"g20","P","130020","730","177","330","15","2","13","9","0","0","0","184","441","289","47","58","35","4","3","4","1","2","3","0","2","0","0","3","2","2","2","10","4","2","1","2","3","0","16","48","21","4","19","34","20","4","0","14","26","16","14","12","14","0","22","16","14","15","9","5","0","15","22","29","41","57","45","0","2","10","14","24","35","36","0","22","32","22","11","15","13","0","6","16","14","9","13","11","0","4","6","5","3","2","1","0","4","4","4","2","3","1","122","10","7","1","7","2","4","2","22","200","28","16","3","3","1","6","10","63","115","22","10","8","3","2","5","3","16","29","5","1","0","1","0","1","0","2"
"g20","P","130030","645","141","289","25","1","8","4","0","1","0","176","389","256","25","51","36","4","2","8","2","2","0","0","2","0","0","1","1","0","6","5","9","3","3","1","2","1","10","28","23","3","11","30","11","3","0","8","15","11","17","10","14","0","11","14","8","14","8","11","0","10","19","27","31","42","50","0","3","13","14","21","33","26","0","22","25","23","13","16","10","0","7","13","13","16","10","8","0","4","5","3","7","2","5","0","2","2","4","1","2","2","84","17","4","1","3","1","4","2","25","165","21","13","2","9","7","6","5","61","104","32","6","0","6","0","6","5","17","32","3","2","0","1","0","0","1","0"
"g20","P","130160","641","195","218","21","0","19","14","0","1","0","173","369","272","50","49","34","9","5","8","2","4","2","3","0","0","0","2","4","0","6","9","8","6","5","0","7","1","9","33","19","4","11","14","8","2","0","9","30","23","22","9","8","0","23","23","19","18","6","5","0","10","18","12","26","33","25","0","4","11","16","29","17","17","0","15","25","31","17","10","9","0","13","16","16","10","7","4","0","3","14","10","4","0","6","0","2","7","2","4","2","1","148","18","4","2","3","2","7","1","10","147","12","17","3","0","1","9","3","26","122","21","9","0","6","0","3","1","11","47","4","2","0","0","0","0","0","2"
"g20","P","130190","655","145","268","21","0","15","12","0","0","0","194","392","263","36","37","38","5","3","13","3","2","0","1","1","1","1","0","0","0","6","4","11","3","3","1","6","1","7","34","26","5","7","32","17","3","0","15","17","17","14","6","10","0","9","15","15","10","11","6","0","9","11","23","38","43","39","0","2","9","11","27","34","22","0","15","31","26","27","12","11","0","5","12","20","19","10","6","0","2","10","3","6","7","0","0","5","5","4","3","3","0","96","13","6","2","3","2","3","3","17","156","17","12","1","4","7","7","3","61","113","33","14","6","3","0","7","4","14","36","5","4","0","1","2","0","0","0"
"g20","P","135000","407","93","172","11","1","7","1","0","0","0","122","232","175","10","19","13","2","2","6","6","0","3","2","2","1","0","0","0","0","4","4","6","0","4","2","10","3","4","10","8","0","0","8","7","0","0","9","6","7","9","5","4","0","9","12","7","11","10","4","0","8","19","12","16","33","15","0","5","8","7","22","15","12","0","9","18","17","22","3","6","0","4","8","12","12","3","8","0","1","4","3","3","1","2","0","1","0","3","1","1","0","54","10","4","2","3","0","4","1","15","96","15","6","2","1","2","7","2","41","78","11","7","2","6","0","4","4","10","16","2","0","0","0","0","2","0","0"
"g20","P","135010","542","118","275","12","0","1","5","0","2","0","129","309","233","14","17","8","2","7","15","8","1","0","0","0","0","0","0","0","0","2","5","9","0","0","0","0","0","1","1","1","0","3","2","2","3","0","2","10","11","13","6","10","0","8","3","15","18","12","10","0","11","15","20","37","43","34","0","4","9","16","27","32","27","0","12","17","21","17","14","4","0","5","9","9","13","4","4","0","4","0","3","2","0","3","0","0","1","3","0","3","1","73","12","9","2","1","1","1","2","17","116","32","17","5","9","4","5","16","71","76","10","6","2","3","2","5","10","15","11","2","1","1","0","1","0","1","3"
